LapNumber,GP,Year,TrackStatus,Label
9.0,Australia,2019,1,Green flag
10.0,Australia,2019,1,Green flag
11.0,Australia,2019,1,Green flag
12.0,Australia,2019,1,Green flag
13.0,Australia,2019,1,Green flag
14.0,Australia,2019,1,Green flag
15.0,Australia,2019,1,Green flag
16.0,Australia,2019,1,Green flag
17.0,Australia,2019,1,Green flag
18.0,Australia,2019,1,Green flag
19.0,Australia,2019,1,Green flag
20.0,Australia,2019,1,Green flag
21.0,Australia,2019,1,Green flag
22.0,Australia,2019,1,Green flag
23.0,Australia,2019,1,Green flag
24.0,Australia,2019,1,Green flag
25.0,Australia,2019,1,Green flag
26.0,Australia,2019,1,Green flag
27.0,Australia,2019,1,Green flag
28.0,Australia,2019,1,Green flag
29.0,Australia,2019,1,Green flag
30.0,Australia,2019,1,Green flag
31.0,Australia,2019,2,Yellow flag
32.0,Australia,2019,1,Green flag
33.0,Australia,2019,1,Green flag
34.0,Australia,2019,1,Green flag
35.0,Australia,2019,1,Green flag
36.0,Australia,2019,1,Green flag
37.0,Australia,2019,1,Green flag
38.0,Australia,2019,1,Green flag
39.0,Australia,2019,1,Green flag
40.0,Australia,2019,1,Green flag
41.0,Australia,2019,1,Green flag
42.0,Australia,2019,1,Green flag
43.0,Australia,2019,1,Green flag
44.0,Australia,2019,1,Green flag
45.0,Australia,2019,1,Green flag
46.0,Australia,2019,1,Green flag
47.0,Australia,2019,1,Green flag
48.0,Australia,2019,1,Green flag
49.0,Australia,2019,1,Green flag
50.0,Australia,2019,1,Green flag
51.0,Australia,2019,1,Green flag
52.0,Australia,2019,1,Green flag
53.0,Australia,2019,1,Green flag
54.0,Australia,2019,1,Green flag
55.0,Australia,2019,1,Green flag
56.0,Australia,2019,1,Green flag
57.0,Australia,2019,1,Green flag
58.0,Australia,2019,1,Green flag
1.0,Japan,2019,1,Green flag
2.0,Japan,2019,1,Green flag
3.0,Japan,2019,1,Green flag
4.0,Japan,2019,2,Yellow flag
5.0,Japan,2019,1,Green flag
6.0,Japan,2019,1,Green flag
7.0,Japan,2019,1,Green flag
8.0,Japan,2019,1,Green flag
9.0,Japan,2019,1,Green flag
10.0,Japan,2019,1,Green flag
11.0,Japan,2019,1,Green flag
12.0,Japan,2019,1,Green flag
13.0,Japan,2019,1,Green flag
14.0,Japan,2019,1,Green flag
15.0,Japan,2019,1,Green flag
16.0,Japan,2019,1,Green flag
17.0,Japan,2019,1,Green flag
18.0,Japan,2019,1,Green flag
19.0,Japan,2019,1,Green flag
20.0,Japan,2019,1,Green flag
21.0,Japan,2019,1,Green flag
22.0,Japan,2019,1,Green flag
23.0,Japan,2019,1,Green flag
24.0,Japan,2019,1,Green flag
25.0,Japan,2019,1,Green flag
26.0,Japan,2019,1,Green flag
27.0,Japan,2019,1,Green flag
28.0,Japan,2019,1,Green flag
29.0,Japan,2019,1,Green flag
30.0,Japan,2019,1,Green flag
31.0,Japan,2019,1,Green flag
32.0,Japan,2019,1,Green flag
33.0,Japan,2019,1,Green flag
34.0,Japan,2019,1,Green flag
35.0,Japan,2019,1,Green flag
36.0,Japan,2019,1,Green flag
37.0,Japan,2019,1,Green flag
38.0,Japan,2019,1,Green flag
39.0,Japan,2019,1,Green flag
40.0,Japan,2019,1,Green flag
41.0,Japan,2019,1,Green flag
42.0,Japan,2019,1,Green flag
43.0,Japan,2019,1,Green flag
44.0,Japan,2019,1,Green flag
45.0,Japan,2019,1,Green flag
46.0,Japan,2019,1,Green flag
47.0,Japan,2019,1,Green flag
48.0,Japan,2019,1,Green flag
49.0,Japan,2019,1,Green flag
50.0,Japan,2019,1,Green flag
51.0,Japan,2019,1,Green flag
52.0,Japan,2019,2,Yellow flag
53.0,Japan,2019,2,Yellow flag
1.0,Monaco,2019,2,Yellow flag
2.0,Monaco,2019,1,Green flag
3.0,Monaco,2019,1,Green flag
4.0,Monaco,2019,1,Green flag
5.0,Monaco,2019,1,Green flag
6.0,Monaco,2019,2,Yellow flag
7.0,Monaco,2019,1,Green flag
8.0,Monaco,2019,1,Green flag
9.0,Monaco,2019,2,Yellow flag
10.0,Monaco,2019,2,Yellow flag
11.0,Monaco,2019,24,Safety Car
12.0,Monaco,2019,4,Safety Car
13.0,Monaco,2019,4,Safety Car
14.0,Monaco,2019,4,Safety Car
15.0,Monaco,2019,2,Yellow flag
16.0,Monaco,2019,2,Yellow flag
17.0,Monaco,2019,1,Green flag
18.0,Monaco,2019,1,Green flag
19.0,Monaco,2019,1,Green flag
20.0,Monaco,2019,1,Green flag
21.0,Monaco,2019,1,Green flag
22.0,Monaco,2019,1,Green flag
23.0,Monaco,2019,1,Green flag
24.0,Monaco,2019,1,Green flag
25.0,Monaco,2019,1,Green flag
26.0,Monaco,2019,1,Green flag
27.0,Monaco,2019,1,Green flag
28.0,Monaco,2019,1,Green flag
29.0,Monaco,2019,1,Green flag
30.0,Monaco,2019,1,Green flag
31.0,Monaco,2019,1,Green flag
32.0,Monaco,2019,1,Green flag
33.0,Monaco,2019,1,Green flag
34.0,Monaco,2019,1,Green flag
35.0,Monaco,2019,1,Green flag
36.0,Monaco,2019,1,Green flag
37.0,Monaco,2019,1,Green flag
38.0,Monaco,2019,1,Green flag
39.0,Monaco,2019,1,Green flag
40.0,Monaco,2019,1,Green flag
41.0,Monaco,2019,2,Yellow flag
42.0,Monaco,2019,1,Green flag
43.0,Monaco,2019,1,Green flag
44.0,Monaco,2019,1,Green flag
45.0,Monaco,2019,1,Green flag
46.0,Monaco,2019,1,Green flag
47.0,Monaco,2019,1,Green flag
48.0,Monaco,2019,1,Green flag
49.0,Monaco,2019,1,Green flag
50.0,Monaco,2019,1,Green flag
51.0,Monaco,2019,1,Green flag
52.0,Monaco,2019,1,Green flag
53.0,Monaco,2019,1,Green flag
54.0,Monaco,2019,1,Green flag
55.0,Monaco,2019,1,Green flag
56.0,Monaco,2019,1,Green flag
57.0,Monaco,2019,1,Green flag
58.0,Monaco,2019,1,Green flag
59.0,Monaco,2019,1,Green flag
60.0,Monaco,2019,1,Green flag
61.0,Monaco,2019,1,Green flag
62.0,Monaco,2019,1,Green flag
63.0,Monaco,2019,1,Green flag
64.0,Monaco,2019,1,Green flag
65.0,Monaco,2019,1,Green flag
66.0,Monaco,2019,1,Green flag
67.0,Monaco,2019,1,Green flag
68.0,Monaco,2019,1,Green flag
69.0,Monaco,2019,1,Green flag
70.0,Monaco,2019,1,Green flag
71.0,Monaco,2019,1,Green flag
72.0,Monaco,2019,1,Green flag
73.0,Monaco,2019,1,Green flag
74.0,Monaco,2019,1,Green flag
75.0,Monaco,2019,1,Green flag
76.0,Monaco,2019,1,Green flag
77.0,Monaco,2019,1,Green flag
78.0,Monaco,2019,1,Green flag
1.0,Spain,2019,2,Yellow flag
2.0,Spain,2019,1,Green flag
3.0,Spain,2019,1,Green flag
4.0,Spain,2019,1,Green flag
5.0,Spain,2019,1,Green flag
6.0,Spain,2019,1,Green flag
7.0,Spain,2019,1,Green flag
8.0,Spain,2019,1,Green flag
9.0,Spain,2019,1,Green flag
10.0,Spain,2019,1,Green flag
11.0,Spain,2019,1,Green flag
12.0,Spain,2019,1,Green flag
13.0,Spain,2019,1,Green flag
14.0,Spain,2019,1,Green flag
15.0,Spain,2019,1,Green flag
16.0,Spain,2019,1,Green flag
17.0,Spain,2019,1,Green flag
18.0,Spain,2019,1,Green flag
19.0,Spain,2019,1,Green flag
20.0,Spain,2019,1,Green flag
21.0,Spain,2019,1,Green flag
22.0,Spain,2019,1,Green flag
23.0,Spain,2019,1,Green flag
24.0,Spain,2019,1,Green flag
25.0,Spain,2019,1,Green flag
26.0,Spain,2019,1,Green flag
27.0,Spain,2019,1,Green flag
28.0,Spain,2019,1,Green flag
29.0,Spain,2019,1,Green flag
30.0,Spain,2019,1,Green flag
31.0,Spain,2019,1,Green flag
32.0,Spain,2019,1,Green flag
33.0,Spain,2019,1,Green flag
34.0,Spain,2019,1,Green flag
35.0,Spain,2019,1,Green flag
36.0,Spain,2019,1,Green flag
37.0,Spain,2019,1,Green flag
38.0,Spain,2019,1,Green flag
39.0,Spain,2019,1,Green flag
40.0,Spain,2019,1,Green flag
41.0,Spain,2019,1,Green flag
42.0,Spain,2019,1,Green flag
43.0,Spain,2019,1,Green flag
44.0,Spain,2019,1,Green flag
45.0,Spain,2019,2,Yellow flag
46.0,Spain,2019,24,Safety Car
47.0,Spain,2019,4,Safety Car
48.0,Spain,2019,4,Safety Car
49.0,Spain,2019,4,Safety Car
50.0,Spain,2019,4,Safety Car
51.0,Spain,2019,4,Safety Car
52.0,Spain,2019,4,Safety Car
53.0,Spain,2019,1,Green flag
54.0,Spain,2019,1,Green flag
55.0,Spain,2019,1,Green flag
56.0,Spain,2019,1,Green flag
57.0,Spain,2019,1,Green flag
58.0,Spain,2019,1,Green flag
59.0,Spain,2019,1,Green flag
60.0,Spain,2019,1,Green flag
61.0,Spain,2019,1,Green flag
62.0,Spain,2019,1,Green flag
63.0,Spain,2019,1,Green flag
64.0,Spain,2019,1,Green flag
65.0,Spain,2019,1,Green flag
66.0,Spain,2019,1,Green flag
1.0,Canada,2019,2,Yellow flag
2.0,Canada,2019,2,Yellow flag
3.0,Canada,2019,1,Green flag
4.0,Canada,2019,1,Green flag
5.0,Canada,2019,1,Green flag
6.0,Canada,2019,1,Green flag
7.0,Canada,2019,1,Green flag
8.0,Canada,2019,1,Green flag
9.0,Canada,2019,2,Yellow flag
10.0,Canada,2019,2,Yellow flag
11.0,Canada,2019,2,Yellow flag
12.0,Canada,2019,2,Yellow flag
13.0,Canada,2019,2,Yellow flag
14.0,Canada,2019,1,Green flag
15.0,Canada,2019,1,Green flag
16.0,Canada,2019,1,Green flag
17.0,Canada,2019,1,Green flag
18.0,Canada,2019,1,Green flag
19.0,Canada,2019,1,Green flag
20.0,Canada,2019,1,Green flag
21.0,Canada,2019,1,Green flag
22.0,Canada,2019,1,Green flag
23.0,Canada,2019,1,Green flag
24.0,Canada,2019,1,Green flag
25.0,Canada,2019,1,Green flag
26.0,Canada,2019,1,Green flag
27.0,Canada,2019,1,Green flag
28.0,Canada,2019,1,Green flag
29.0,Canada,2019,1,Green flag
30.0,Canada,2019,2,Yellow flag
31.0,Canada,2019,2,Yellow flag
32.0,Canada,2019,1,Green flag
33.0,Canada,2019,1,Green flag
34.0,Canada,2019,1,Green flag
35.0,Canada,2019,1,Green flag
36.0,Canada,2019,1,Green flag
37.0,Canada,2019,1,Green flag
38.0,Canada,2019,1,Green flag
39.0,Canada,2019,1,Green flag
40.0,Canada,2019,1,Green flag
41.0,Canada,2019,1,Green flag
42.0,Canada,2019,1,Green flag
43.0,Canada,2019,1,Green flag
44.0,Canada,2019,1,Green flag
45.0,Canada,2019,1,Green flag
46.0,Canada,2019,1,Green flag
47.0,Canada,2019,1,Green flag
48.0,Canada,2019,1,Green flag
49.0,Canada,2019,1,Green flag
50.0,Canada,2019,1,Green flag
51.0,Canada,2019,1,Green flag
52.0,Canada,2019,1,Green flag
53.0,Canada,2019,1,Green flag
54.0,Canada,2019,1,Green flag
55.0,Canada,2019,1,Green flag
56.0,Canada,2019,1,Green flag
57.0,Canada,2019,1,Green flag
58.0,Canada,2019,1,Green flag
59.0,Canada,2019,1,Green flag
60.0,Canada,2019,1,Green flag
61.0,Canada,2019,1,Green flag
62.0,Canada,2019,1,Green flag
63.0,Canada,2019,1,Green flag
64.0,Canada,2019,1,Green flag
65.0,Canada,2019,1,Green flag
66.0,Canada,2019,1,Green flag
67.0,Canada,2019,1,Green flag
68.0,Canada,2019,1,Green flag
69.0,Canada,2019,1,Green flag
70.0,Canada,2019,1,Green flag
1.0,Austria,2019,1,Green flag
2.0,Austria,2019,1,Green flag
3.0,Austria,2019,1,Green flag
4.0,Austria,2019,1,Green flag
5.0,Austria,2019,1,Green flag
6.0,Austria,2019,1,Green flag
7.0,Austria,2019,1,Green flag
8.0,Austria,2019,1,Green flag
9.0,Austria,2019,1,Green flag
10.0,Austria,2019,1,Green flag
11.0,Austria,2019,1,Green flag
12.0,Austria,2019,1,Green flag
13.0,Austria,2019,1,Green flag
14.0,Austria,2019,1,Green flag
15.0,Austria,2019,1,Green flag
16.0,Austria,2019,1,Green flag
17.0,Austria,2019,1,Green flag
18.0,Austria,2019,1,Green flag
19.0,Austria,2019,1,Green flag
20.0,Austria,2019,1,Green flag
21.0,Austria,2019,1,Green flag
22.0,Austria,2019,1,Green flag
23.0,Austria,2019,1,Green flag
24.0,Austria,2019,1,Green flag
25.0,Austria,2019,1,Green flag
26.0,Austria,2019,1,Green flag
27.0,Austria,2019,1,Green flag
28.0,Austria,2019,1,Green flag
29.0,Austria,2019,1,Green flag
30.0,Austria,2019,1,Green flag
31.0,Austria,2019,1,Green flag
32.0,Austria,2019,1,Green flag
33.0,Austria,2019,1,Green flag
34.0,Austria,2019,1,Green flag
35.0,Austria,2019,1,Green flag
36.0,Austria,2019,1,Green flag
37.0,Austria,2019,1,Green flag
38.0,Austria,2019,1,Green flag
39.0,Austria,2019,1,Green flag
40.0,Austria,2019,1,Green flag
41.0,Austria,2019,1,Green flag
42.0,Austria,2019,1,Green flag
43.0,Austria,2019,1,Green flag
44.0,Austria,2019,1,Green flag
45.0,Austria,2019,1,Green flag
46.0,Austria,2019,1,Green flag
47.0,Austria,2019,1,Green flag
48.0,Austria,2019,1,Green flag
49.0,Austria,2019,1,Green flag
50.0,Austria,2019,1,Green flag
51.0,Austria,2019,1,Green flag
52.0,Austria,2019,1,Green flag
53.0,Austria,2019,1,Green flag
54.0,Austria,2019,1,Green flag
55.0,Austria,2019,1,Green flag
56.0,Austria,2019,1,Green flag
57.0,Austria,2019,1,Green flag
58.0,Austria,2019,1,Green flag
59.0,Austria,2019,1,Green flag
60.0,Austria,2019,1,Green flag
61.0,Austria,2019,1,Green flag
62.0,Austria,2019,1,Green flag
63.0,Austria,2019,1,Green flag
64.0,Austria,2019,1,Green flag
65.0,Austria,2019,1,Green flag
66.0,Austria,2019,1,Green flag
67.0,Austria,2019,1,Green flag
68.0,Austria,2019,1,Green flag
69.0,Austria,2019,1,Green flag
70.0,Austria,2019,1,Green flag
71.0,Austria,2019,1,Green flag
1.0,Great Britain,2019,1,Green flag
2.0,Great Britain,2019,1,Green flag
3.0,Great Britain,2019,1,Green flag
4.0,Great Britain,2019,1,Green flag
5.0,Great Britain,2019,1,Green flag
6.0,Great Britain,2019,1,Green flag
7.0,Great Britain,2019,1,Green flag
8.0,Great Britain,2019,1,Green flag
9.0,Great Britain,2019,1,Green flag
10.0,Great Britain,2019,1,Green flag
11.0,Great Britain,2019,1,Green flag
12.0,Great Britain,2019,1,Green flag
13.0,Great Britain,2019,1,Green flag
14.0,Great Britain,2019,1,Green flag
15.0,Great Britain,2019,1,Green flag
16.0,Great Britain,2019,1,Green flag
17.0,Great Britain,2019,1,Green flag
18.0,Great Britain,2019,1,Green flag
19.0,Great Britain,2019,1,Green flag
20.0,Great Britain,2019,24,Safety Car
21.0,Great Britain,2019,4,Safety Car
22.0,Great Britain,2019,4,Safety Car
23.0,Great Britain,2019,4,Safety Car
24.0,Great Britain,2019,1,Green flag
25.0,Great Britain,2019,1,Green flag
26.0,Great Britain,2019,2,Yellow flag
27.0,Great Britain,2019,2,Yellow flag
28.0,Great Britain,2019,1,Green flag
29.0,Great Britain,2019,1,Green flag
30.0,Great Britain,2019,1,Green flag
31.0,Great Britain,2019,1,Green flag
32.0,Great Britain,2019,1,Green flag
33.0,Great Britain,2019,1,Green flag
34.0,Great Britain,2019,1,Green flag
35.0,Great Britain,2019,1,Green flag
36.0,Great Britain,2019,1,Green flag
37.0,Great Britain,2019,2,Yellow flag
38.0,Great Britain,2019,2,Yellow flag
39.0,Great Britain,2019,1,Green flag
40.0,Great Britain,2019,1,Green flag
41.0,Great Britain,2019,1,Green flag
42.0,Great Britain,2019,1,Green flag
43.0,Great Britain,2019,1,Green flag
44.0,Great Britain,2019,1,Green flag
45.0,Great Britain,2019,1,Green flag
46.0,Great Britain,2019,1,Green flag
47.0,Great Britain,2019,1,Green flag
48.0,Great Britain,2019,1,Green flag
49.0,Great Britain,2019,1,Green flag
50.0,Great Britain,2019,1,Green flag
51.0,Great Britain,2019,1,Green flag
52.0,Great Britain,2019,1,Green flag
1.0,Hungary,2019,1,Green flag
2.0,Hungary,2019,2,Yellow flag
3.0,Hungary,2019,1,Green flag
4.0,Hungary,2019,1,Green flag
5.0,Hungary,2019,1,Green flag
6.0,Hungary,2019,1,Green flag
7.0,Hungary,2019,1,Green flag
8.0,Hungary,2019,1,Green flag
9.0,Hungary,2019,1,Green flag
10.0,Hungary,2019,1,Green flag
11.0,Hungary,2019,1,Green flag
12.0,Hungary,2019,1,Green flag
13.0,Hungary,2019,1,Green flag
14.0,Hungary,2019,1,Green flag
15.0,Hungary,2019,1,Green flag
16.0,Hungary,2019,1,Green flag
17.0,Hungary,2019,1,Green flag
18.0,Hungary,2019,1,Green flag
19.0,Hungary,2019,1,Green flag
20.0,Hungary,2019,1,Green flag
21.0,Hungary,2019,1,Green flag
22.0,Hungary,2019,1,Green flag
23.0,Hungary,2019,1,Green flag
24.0,Hungary,2019,1,Green flag
25.0,Hungary,2019,1,Green flag
26.0,Hungary,2019,1,Green flag
27.0,Hungary,2019,1,Green flag
28.0,Hungary,2019,1,Green flag
29.0,Hungary,2019,1,Green flag
30.0,Hungary,2019,1,Green flag
31.0,Hungary,2019,1,Green flag
32.0,Hungary,2019,1,Green flag
33.0,Hungary,2019,1,Green flag
34.0,Hungary,2019,1,Green flag
35.0,Hungary,2019,1,Green flag
36.0,Hungary,2019,1,Green flag
37.0,Hungary,2019,1,Green flag
38.0,Hungary,2019,1,Green flag
39.0,Hungary,2019,1,Green flag
40.0,Hungary,2019,1,Green flag
41.0,Hungary,2019,1,Green flag
42.0,Hungary,2019,1,Green flag
43.0,Hungary,2019,1,Green flag
44.0,Hungary,2019,1,Green flag
45.0,Hungary,2019,1,Green flag
46.0,Hungary,2019,1,Green flag
47.0,Hungary,2019,1,Green flag
48.0,Hungary,2019,1,Green flag
49.0,Hungary,2019,1,Green flag
50.0,Hungary,2019,1,Green flag
51.0,Hungary,2019,1,Green flag
52.0,Hungary,2019,1,Green flag
53.0,Hungary,2019,1,Green flag
54.0,Hungary,2019,1,Green flag
55.0,Hungary,2019,1,Green flag
56.0,Hungary,2019,1,Green flag
57.0,Hungary,2019,1,Green flag
58.0,Hungary,2019,1,Green flag
59.0,Hungary,2019,1,Green flag
60.0,Hungary,2019,1,Green flag
61.0,Hungary,2019,1,Green flag
62.0,Hungary,2019,1,Green flag
63.0,Hungary,2019,1,Green flag
64.0,Hungary,2019,1,Green flag
65.0,Hungary,2019,1,Green flag
66.0,Hungary,2019,1,Green flag
67.0,Hungary,2019,1,Green flag
68.0,Hungary,2019,1,Green flag
69.0,Hungary,2019,1,Green flag
70.0,Hungary,2019,1,Green flag
1.0,Belgium,2019,24,Safety Car
2.0,Belgium,2019,4,Safety Car
3.0,Belgium,2019,4,Safety Car
4.0,Belgium,2019,4,Safety Car
5.0,Belgium,2019,1,Green flag
6.0,Belgium,2019,1,Green flag
7.0,Belgium,2019,1,Green flag
8.0,Belgium,2019,1,Green flag
9.0,Belgium,2019,1,Green flag
10.0,Belgium,2019,1,Green flag
11.0,Belgium,2019,1,Green flag
12.0,Belgium,2019,1,Green flag
13.0,Belgium,2019,1,Green flag
14.0,Belgium,2019,1,Green flag
15.0,Belgium,2019,1,Green flag
16.0,Belgium,2019,1,Green flag
17.0,Belgium,2019,1,Green flag
18.0,Belgium,2019,1,Green flag
19.0,Belgium,2019,1,Green flag
20.0,Belgium,2019,1,Green flag
21.0,Belgium,2019,1,Green flag
22.0,Belgium,2019,1,Green flag
23.0,Belgium,2019,1,Green flag
24.0,Belgium,2019,1,Green flag
25.0,Belgium,2019,1,Green flag
26.0,Belgium,2019,1,Green flag
27.0,Belgium,2019,1,Green flag
28.0,Belgium,2019,1,Green flag
29.0,Belgium,2019,1,Green flag
30.0,Belgium,2019,1,Green flag
31.0,Belgium,2019,1,Green flag
32.0,Belgium,2019,1,Green flag
33.0,Belgium,2019,1,Green flag
34.0,Belgium,2019,1,Green flag
35.0,Belgium,2019,1,Green flag
36.0,Belgium,2019,1,Green flag
37.0,Belgium,2019,1,Green flag
38.0,Belgium,2019,1,Green flag
39.0,Belgium,2019,1,Green flag
40.0,Belgium,2019,1,Green flag
41.0,Belgium,2019,1,Green flag
42.0,Belgium,2019,1,Green flag
43.0,Belgium,2019,1,Green flag
44.0,Belgium,2019,2,Yellow flag
0.0,Belgium,2019,24,Safety Car
1.0,Azerbaijan,2019,1,Green flag
2.0,Azerbaijan,2019,1,Green flag
3.0,Azerbaijan,2019,1,Green flag
4.0,Azerbaijan,2019,1,Green flag
5.0,Azerbaijan,2019,1,Green flag
6.0,Azerbaijan,2019,1,Green flag
7.0,Azerbaijan,2019,1,Green flag
8.0,Azerbaijan,2019,1,Green flag
9.0,Azerbaijan,2019,1,Green flag
10.0,Azerbaijan,2019,1,Green flag
11.0,Azerbaijan,2019,1,Green flag
12.0,Azerbaijan,2019,1,Green flag
13.0,Azerbaijan,2019,1,Green flag
14.0,Azerbaijan,2019,1,Green flag
15.0,Azerbaijan,2019,1,Green flag
16.0,Azerbaijan,2019,1,Green flag
17.0,Azerbaijan,2019,1,Green flag
18.0,Azerbaijan,2019,1,Green flag
19.0,Azerbaijan,2019,1,Green flag
20.0,Azerbaijan,2019,1,Green flag
21.0,Azerbaijan,2019,1,Green flag
22.0,Azerbaijan,2019,1,Green flag
23.0,Azerbaijan,2019,1,Green flag
24.0,Azerbaijan,2019,1,Green flag
25.0,Azerbaijan,2019,1,Green flag
26.0,Azerbaijan,2019,1,Green flag
27.0,Azerbaijan,2019,1,Green flag
28.0,Azerbaijan,2019,1,Green flag
29.0,Azerbaijan,2019,1,Green flag
30.0,Azerbaijan,2019,1,Green flag
31.0,Azerbaijan,2019,2,Yellow flag
32.0,Azerbaijan,2019,2,Yellow flag
33.0,Azerbaijan,2019,2,Yellow flag
34.0,Azerbaijan,2019,1,Green flag
35.0,Azerbaijan,2019,1,Green flag
36.0,Azerbaijan,2019,1,Green flag
37.0,Azerbaijan,2019,1,Green flag
38.0,Azerbaijan,2019,1,Green flag
39.0,Azerbaijan,2019,,Unknown
40.0,Azerbaijan,2019,67,Virtual Safety Car
41.0,Azerbaijan,2019,1,Green flag
42.0,Azerbaijan,2019,1,Green flag
43.0,Azerbaijan,2019,1,Green flag
44.0,Azerbaijan,2019,1,Green flag
45.0,Azerbaijan,2019,1,Green flag
46.0,Azerbaijan,2019,1,Green flag
47.0,Azerbaijan,2019,1,Green flag
48.0,Azerbaijan,2019,1,Green flag
49.0,Azerbaijan,2019,1,Green flag
50.0,Azerbaijan,2019,1,Green flag
51.0,Azerbaijan,2019,1,Green flag
1.0,Singapore,2019,1,Green flag
2.0,Singapore,2019,1,Green flag
3.0,Singapore,2019,1,Green flag
4.0,Singapore,2019,1,Green flag
5.0,Singapore,2019,1,Green flag
6.0,Singapore,2019,1,Green flag
7.0,Singapore,2019,1,Green flag
8.0,Singapore,2019,1,Green flag
9.0,Singapore,2019,1,Green flag
10.0,Singapore,2019,1,Green flag
11.0,Singapore,2019,1,Green flag
12.0,Singapore,2019,1,Green flag
13.0,Singapore,2019,1,Green flag
