Driver,Team,LapTimeQ1,PositionQ1,GapToKnockoutQ1,Year,GP,LapTimeQ2,PositionQ2,GapToKnockoutQ2,GridPosition,RacePosition,Status,Points,PositionDifference,ChampionshipPoints,LastRacePosition,TeamChampionshipPoints,TeammateLastRacePosition,LapTimeFP1,GapToFastestFP1,PositionFP1,LapTimeFP2,GapToFastestFP2,PositionFP2,LapTimeFP3,GapToFastestFP3,PositionFP3,StartingTire,NumberOfPitStops,TiresUsed,MadeItToQ2,MadeItToQ3
SAI,McLaren,88.97500000000001,7,-0.4889999999999901,2020,Sakhir,,,,15.0,5.0,Finished,10.0,10.0,100.0,5.0,196.0,4.0,90.018,0.9849999999999994,4.0,90.271,1.2999999999999972,13.0,89.45500000000001,1.1000000000000083,5.0,SOFT,3.0,"SOFT, MEDIUM, HARD",1,0
SAI,McLaren,88.97500000000001,7,-0.4889999999999901,2020,Sakhir,,,,15.0,5.0,Finished,10.0,10.0,100.0,5.0,196.0,4.0,90.018,0.9849999999999994,4.0,90.271,1.2999999999999972,13.0,89.45500000000001,1.1000000000000083,5.0,SOFT,3.0,"SOFT, MEDIUM, HARD",1,0
SAI,McLaren,88.97500000000001,7,-0.4889999999999901,2020,Sakhir,,,,15.0,5.0,Finished,10.0,10.0,100.0,5.0,196.0,4.0,90.018,0.9849999999999994,4.0,90.271,1.2999999999999972,13.0,89.45500000000001,1.1000000000000083,5.0,SOFT,3.0,"SOFT, MEDIUM, HARD",1,0
SAI,McLaren,88.97500000000001,7,-0.4889999999999901,2020,Sakhir,,,,15.0,5.0,Finished,10.0,10.0,100.0,5.0,196.0,4.0,90.018,0.9849999999999994,4.0,90.271,1.2999999999999972,13.0,89.45500000000001,1.1000000000000083,5.0,SOFT,3.0,"SOFT, MEDIUM, HARD",1,0
SAI,McLaren,88.97500000000001,7,-0.4889999999999901,2020,Sakhir,,,,15.0,5.0,Finished,10.0,10.0,100.0,5.0,196.0,4.0,90.018,0.9849999999999994,4.0,90.271,1.2999999999999972,13.0,89.45500000000001,1.1000000000000083,5.0,SOFT,3.0,"SOFT, MEDIUM, HARD",1,0
SAI,McLaren,88.97500000000001,7,-0.4889999999999901,2020,Sakhir,,,,15.0,5.0,Finished,10.0,10.0,100.0,5.0,196.0,4.0,90.018,0.9849999999999994,4.0,90.271,1.2999999999999972,13.0,89.45500000000001,1.1000000000000083,5.0,SOFT,3.0,"SOFT, MEDIUM, HARD",1,0
SAI,McLaren,88.97500000000001,7,-0.4889999999999901,2020,Sakhir,,,,15.0,5.0,Finished,10.0,10.0,100.0,5.0,196.0,4.0,90.018,0.9849999999999994,4.0,90.271,1.2999999999999972,13.0,89.45500000000001,1.1000000000000083,5.0,SOFT,3.0,"SOFT, MEDIUM, HARD",1,0
SAI,McLaren,88.97500000000001,7,-0.4889999999999901,2020,Sakhir,,,,15.0,5.0,Finished,10.0,10.0,100.0,5.0,196.0,4.0,90.018,0.9849999999999994,4.0,90.271,1.2999999999999972,13.0,89.45500000000001,1.1000000000000083,5.0,SOFT,3.0,"SOFT, MEDIUM, HARD",1,0
SAI,McLaren,88.97500000000001,7,-0.4889999999999901,2020,Sakhir,,,,15.0,5.0,Finished,10.0,10.0,110.0,5.0,220.0,4.0,90.018,0.9849999999999994,4.0,90.271,1.2999999999999972,13.0,89.45500000000001,1.1000000000000083,5.0,SOFT,3.0,"SOFT, MEDIUM, HARD",1,0
SAI,McLaren,88.97500000000001,7,-0.4889999999999901,2020,Sakhir,,,,15.0,5.0,Finished,10.0,10.0,110.0,5.0,220.0,4.0,90.018,0.9849999999999994,4.0,90.271,1.2999999999999972,13.0,89.45500000000001,1.1000000000000083,5.0,SOFT,3.0,"SOFT, MEDIUM, HARD",1,0
SAI,McLaren,88.97500000000001,7,-0.4889999999999901,2020,Sakhir,,,,15.0,5.0,Finished,10.0,10.0,110.0,5.0,220.0,4.0,90.018,0.9849999999999994,4.0,90.271,1.2999999999999972,13.0,89.45500000000001,1.1000000000000083,5.0,SOFT,3.0,"SOFT, MEDIUM, HARD",1,0
SAI,McLaren,88.97500000000001,7,-0.4889999999999901,2020,Sakhir,,,,15.0,5.0,Finished,10.0,10.0,110.0,5.0,220.0,4.0,90.018,0.9849999999999994,4.0,90.271,1.2999999999999972,13.0,89.45500000000001,1.1000000000000083,5.0,SOFT,3.0,"SOFT, MEDIUM, HARD",1,0
SAI,McLaren,88.97500000000001,7,-0.4889999999999901,2020,Sakhir,,,,15.0,5.0,Finished,10.0,10.0,110.0,5.0,220.0,4.0,90.018,0.9849999999999994,4.0,90.271,1.2999999999999972,13.0,89.45500000000001,1.1000000000000083,5.0,SOFT,3.0,"SOFT, MEDIUM, HARD",1,0
SAI,McLaren,88.97500000000001,7,-0.4889999999999901,2020,Sakhir,,,,15.0,5.0,Finished,10.0,10.0,110.0,5.0,220.0,4.0,90.018,0.9849999999999994,4.0,90.271,1.2999999999999972,13.0,89.45500000000001,1.1000000000000083,5.0,SOFT,3.0,"SOFT, MEDIUM, HARD",1,0
SAI,McLaren,88.97500000000001,7,-0.4889999999999901,2020,Sakhir,,,,15.0,5.0,Finished,10.0,10.0,110.0,5.0,220.0,4.0,90.018,0.9849999999999994,4.0,90.271,1.2999999999999972,13.0,89.45500000000001,1.1000000000000083,5.0,SOFT,3.0,"SOFT, MEDIUM, HARD",1,0
SAI,McLaren,88.97500000000001,7,-0.4889999999999901,2020,Sakhir,,,,15.0,5.0,Finished,10.0,10.0,110.0,5.0,220.0,4.0,90.018,0.9849999999999994,4.0,90.271,1.2999999999999972,13.0,89.45500000000001,1.1000000000000083,5.0,SOFT,3.0,"SOFT, MEDIUM, HARD",1,0
SAI,McLaren,88.97500000000001,7,-0.4889999999999901,2020,Sakhir,,,,15.0,5.0,Finished,10.0,10.0,110.0,5.0,220.0,4.0,90.018,0.9849999999999994,4.0,90.271,1.2999999999999972,13.0,89.45500000000001,1.1000000000000083,5.0,SOFT,3.0,"SOFT, MEDIUM, HARD",1,0
SAI,McLaren,88.97500000000001,7,-0.4889999999999901,2020,Sakhir,,,,15.0,5.0,Finished,10.0,10.0,110.0,5.0,220.0,4.0,90.018,0.9849999999999994,4.0,90.271,1.2999999999999972,13.0,89.45500000000001,1.1000000000000083,5.0,SOFT,3.0,"SOFT, MEDIUM, HARD",1,0
SAI,McLaren,88.97500000000001,7,-0.4889999999999901,2020,Sakhir,,,,15.0,5.0,Finished,10.0,10.0,110.0,5.0,220.0,4.0,90.018,0.9849999999999994,4.0,90.271,1.2999999999999972,13.0,89.45500000000001,1.1000000000000083,5.0,SOFT,3.0,"SOFT, MEDIUM, HARD",1,0
SAI,McLaren,88.97500000000001,7,-0.4889999999999901,2020,Sakhir,,,,15.0,5.0,Finished,10.0,10.0,110.0,5.0,220.0,4.0,90.018,0.9849999999999994,4.0,90.271,1.2999999999999972,13.0,89.45500000000001,1.1000000000000083,5.0,SOFT,3.0,"SOFT, MEDIUM, HARD",1,0
SAI,McLaren,88.97500000000001,7,-0.4889999999999901,2020,Sakhir,,,,15.0,5.0,Finished,10.0,10.0,110.0,5.0,220.0,4.0,90.018,0.9849999999999994,4.0,90.271,1.2999999999999972,13.0,89.45500000000001,1.1000000000000083,5.0,SOFT,3.0,"SOFT, MEDIUM, HARD",1,0
SAI,McLaren,88.97500000000001,7,-0.4889999999999901,2020,Sakhir,,,,15.0,5.0,Finished,10.0,10.0,110.0,5.0,220.0,4.0,90.018,0.9849999999999994,4.0,90.271,1.2999999999999972,13.0,89.45500000000001,1.1000000000000083,5.0,SOFT,3.0,"SOFT, MEDIUM, HARD",1,0
SAI,McLaren,88.97500000000001,7,-0.4889999999999901,2020,Sakhir,,,,15.0,5.0,Finished,10.0,10.0,110.0,5.0,220.0,4.0,90.018,0.9849999999999994,4.0,90.271,1.2999999999999972,13.0,89.45500000000001,1.1000000000000083,5.0,SOFT,3.0,"SOFT, MEDIUM, HARD",1,0
SAI,McLaren,88.97500000000001,7,-0.4889999999999901,2020,Sakhir,,,,15.0,5.0,Finished,10.0,10.0,110.0,5.0,220.0,4.0,90.018,0.9849999999999994,4.0,90.271,1.2999999999999972,13.0,89.45500000000001,1.1000000000000083,5.0,SOFT,3.0,"SOFT, MEDIUM, HARD",1,0
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,117.0,7.0,165.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,117.0,7.0,165.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,117.0,7.0,165.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,117.0,7.0,165.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,117.0,7.0,165.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,117.0,7.0,165.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,117.0,7.0,165.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,117.0,7.0,165.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,117.0,7.0,165.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,117.0,7.0,165.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,117.0,7.0,165.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,117.0,7.0,165.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,117.0,7.0,165.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,117.0,7.0,165.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,117.0,7.0,165.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,117.0,7.0,165.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,111.0,7.0,153.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,117.0,7.0,165.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,117.0,7.0,165.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,117.0,7.0,165.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,117.0,7.0,165.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,117.0,7.0,165.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,117.0,7.0,165.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
RIC,Renault,89.00500000000001,8,-0.458999999999989,2020,Sakhir,88.64800000000001,4.0,-0.3599999999999994,6.0,7.0,Finished,6.0,-1.0,117.0,7.0,165.0,9.0,90.508,1.4750000000000083,10.0,89.462,0.4909999999999996,5.0,89.68400000000001,1.3290000000000075,11.0,MEDIUM,3.0,"MEDIUM, HARD",1,1
